Date,Value
2016-10-31,13813.139632
2016-11-30,13473.905942
2016-12-30,14041.620418
2017-01-31,14605.030086
2017-02-28,14831.328087
2017-03-31,15281.776742
2017-04-28,15865.895291
2017-05-31,16749.056055
2017-06-30,16720.287103
2017-07-31,16865.771513
2017-08-31,16721.67699
2017-09-29,17054.646586
2017-10-31,16767.545612
2017-11-30,17125.286542
2017-12-29,17358.144196
2018-01-31,18100.465521
2018-02-28,16951.298738
2018-03-30,16678.699725
2018-04-30,16692.696922
2018-05-31,16155.454196
2018-06-29,16308.783299
2018-07-31,17372.606583
2018-08-31,17483.06034
2018-09-28,17498.921318
2018-10-31,16808.80662
2018-11-30,16848.985874
2018-12-31,15934.825419
2019-01-31,16918.913328
2019-02-28,17629.680205
2019-03-29,18092.905506
2019-04-30,18444.674151
2019-05-31,18420.935352
2019-06-28,19716.16896
2019-07-31,19583.325736
2019-08-30,19638.2583
2019-09-30,19773.019203
2019-10-31,20136.264894
2019-11-29,20384.138623
2019-12-31,21282.533415
2020-01-31,21451.061452
2020-02-28,19748.373629
2020-03-31,18916.568421
2020-04-30,19894.408776
2020-05-29,20467.494135
2020-06-30,21093.390298
2020-07-31,21953.169155
2020-08-31,22504.070488
2020-09-30,22170.050457
2020-10-30,20937.229552
2020-11-30,22884.004085
2020-12-31,24002.999038
2021-01-29,23511.450887
2021-02-26,22966.300956
2021-03-31,23621.929571
2021-04-30,24690.264367
2021-05-31,25933.774179
2021-06-30,26461.70902
2021-07-30,27352.546951
2021-08-31,27687.882914
2021-09-30,25602.32236
2021-10-29,27201.118756
2021-11-30,26803.266103
2021-12-31,28886.808411
2022-01-31,26633.599499
2022-02-28,26507.063159
2022-03-31,27134.323603
2022-04-29,25905.214986
2022-05-31,25071.933667
2022-06-30,23303.715525
2022-07-29,24398.699243
2022-08-31,23069.096526
2022-09-30,21558.483258
2022-10-31,22223.599991
2022-11-30,23972.268698
2022-12-30,23803.746808
2023-01-31,25259.588699
2023-02-28,24402.446612
2023-03-31,25519.820098
2023-04-28,27212.480086
2023-05-31,25997.888607
2023-06-30,26676.286987
2023-07-31,27636.141732
2023-08-31,26659.24091
2023-09-29,25260.77267
2023-10-31,24098.186604
2023-11-30,26319.848427
2023-12-29,27818.387539
2024-01-31,27733.359661
2024-02-29,27123.253347
2024-03-29,27575.471497
2024-04-30,26408.844029
2024-05-31,28568.966171
2024-06-28,28580.408969
2024-07-31,29955.482348
2024-08-30,31384.738035
2024-09-30,31025.056128
2024-10-31,29321.732812
2024-11-29,28682.13919
2024-12-31,27535.618282
2025-01-31,29780.468666
