Date,Value
2016-10-31,6951.37995
2016-11-30,6975.636764
2016-12-30,7264.233237
2017-01-31,7357.991939
2017-02-28,7506.415588
2017-03-31,7631.687573
2017-04-28,7790.30736
2017-05-31,8151.407555
2017-06-30,7993.433138
2017-07-31,8199.651654
2017-08-31,8137.589928
2017-09-29,8407.499928
2017-10-31,8458.650545
2017-11-30,8469.35618
2017-12-29,8889.679108
2018-01-31,9160.252386
2018-02-28,8575.635803
2018-03-30,8546.429371
2018-04-30,8959.333177
2018-05-31,8885.139206
2018-06-29,8799.627793
2018-07-31,8876.613988
2018-08-31,8505.50257
2018-09-28,8654.53602
2018-10-31,8070.122409
2018-11-30,7936.724274
2018-12-31,7636.318534
2019-01-31,8177.576297
2019-02-28,8456.440008
2019-03-29,8546.136234
2019-04-30,8738.815141
2019-05-31,8215.278259
2019-06-28,8625.402678
2019-07-31,8469.930758
2019-08-30,8074.957023
2019-09-30,8411.644396
2019-10-31,8647.762547
2019-11-29,8796.917554
2019-12-31,9250.074194
2020-01-31,8899.671779
2020-02-28,7838.390011
2020-03-31,6586.813439
2020-04-30,6925.467981
2020-05-29,6999.047681
2020-06-30,7100.171028
2020-07-31,7200.057372
2020-08-31,7455.685426
2020-09-30,7084.234031
2020-10-30,6726.633882
2020-11-30,7855.954035
2020-12-31,8285.221483
2021-01-29,8265.408223
2021-02-26,8562.933889
2021-03-31,8798.737457
2021-04-30,9184.443563
2021-05-31,9553.460253
2021-06-30,9324.344316
2021-07-30,9409.197638
2021-08-31,9489.761945
2021-09-30,9297.392699
2021-10-29,9670.417494
2021-11-30,9152.555111
2021-12-31,9820.616463
2022-01-31,9908.641145
2022-02-28,9986.610838
2022-03-31,10000.419631
2022-04-29,9631.106108
2022-05-31,9797.011964
2022-06-30,8953.15902
2022-07-29,9287.538971
2022-08-31,8764.02163
2022-09-30,7989.419882
2022-10-31,8471.149247
2022-11-30,9383.167172
2022-12-30,9346.156717
2023-01-31,9954.647723
2023-02-28,9979.468229
2023-03-31,9917.270911
2023-04-28,10444.349358
2023-05-31,9758.533561
2023-06-30,10134.938627
2023-07-31,10483.570677
2023-08-31,10063.43148
2023-09-29,9979.285315
2023-10-31,9563.699733
2023-11-30,10203.443896
2023-12-29,10665.306836
2024-01-31,10522.79744
2024-02-29,10525.671061
2024-03-29,10996.654086
2024-04-30,11204.511203
2024-05-31,11606.635424
2024-06-28,11403.496309
2024-07-31,11882.399698
2024-08-30,12277.863064
2024-09-30,12309.403062
2024-10-31,11633.8102
2024-11-29,11795.310434
2024-12-31,11470.343776
2025-01-31,12068.350195
